,name,rating,reviews,companytype,numemployee
378,ITC Hotels,4.1,1.4k,Hospitality , 5k-10k Employees 
379,Endurance Technologies,3.8,1.4k,Auto Components , 1k-5k Employees 
380,Bharti AXA Life Insurance,3.9,1.4k,Insurance , 5k-10k Employees 
381,Sobha,4.0,1.4k,Real Estate , 1k-5k Employees 
382,Delphi TVS,3.9,1.4k,Auto Components , 1k-5k Employees 
383,Lodha group,4.1,1.4k,Real Estate , 1k-5k Employees 
384,Brakes India,4.0,1.4k,Auto Components , 1k-5k Employees 
385,Fujitsu,3.9,1.4k,IT Services & Consulting , 5k-10k Employees 
386,Taurus BPO Services,4.7,1.4k,BPO , 1k-5k Employees 
387,Syngene International,3.9,1.4k,Pharma , 1k-5k Employees 
388,Bharat Petroleum,4.1,1.4k,Oil & Gas , 5k-10k Employees 
389,Future Generali India Life Insurance,3.8,1.4k,Insurance , 1k-5k Employees 
390,Tata Motors Finance,4.1,1.4k,NBFC , 1k-5k Employees 
391,Aavas Financiers,4.0,1.4k,Financial Services , 5k-10k Employees 
392,JK Tyres,3.8,1.4k,Auto Components , 1k-5k Employees 
393,Tata Elxsi,4.0,1.4k,IT Services & Consulting , 10k-50k Employees 
394,Coromandel International,4.1,1.4k,Agriculture , 5k-10k Employees 
395,café Coffee day,4.0,1.4k,Beverage , 10k-50k Employees 
396,Bureau Veritas,3.9,1.4k,Accounting & Auditing , 1k-5k Employees 
397,MSN Laboratories,3.8,1.4k,Pharma , 1k-5k Employees 
398,Mahindra Rural Housing Finance,4.1,1.4k,Financial Services , 5k-10k Employees 
399,Gabriel India,4.2,1.4k,Auto Components , 1k-5k Employees 
400,Care Health Insurance,3.8,1.4k,Internet , 5k-10k Employees 
401,suzuki motor gujarat,4.2,1.4k,Fortune India 500 , Becharaji +61 more
402,Movate,3.6,1.4k,IT Services & Consulting , 10k-50k Employees (Global) 
403,Thomson Reuters,4.1,1.3k,Printing & Publishing , 1k-5k Employees 
404,Sopra Steria,4.0,1.3k,IT Services & Consulting , 5k-10k Employees 
405,Indian Navy,4.6,1.3k,Defence & Aerospace , 50k-1 Lakh Employees 
406,Adani Wilmar,4.2,1.3k,FMCG , 1k-5k Employees 
407,GVK Emergency Management and Research Institute,3.7,1.3k,Non-Profit , 10k-50k Employees 
408,Ninjacart,3.9,1.3k,Logistics , 1k-5k Employees 
409,RMSI,3.8,1.3k,IT Services & Consulting , 1k-5k Employees 
410,Honda,4.1,1.3k,Automobile , 10k-50k Employees 
411,Jindal Stainless,4.2,1.3k,Iron & Steel , 1k-5k Employees 
412,CAMS,3.6,1.3k,IT Services & Consulting , 5k-10k Employees 
413,Canara HSBC Life Insurance,3.8,1.3k,Insurance , 1k-5k Employees 
414,UpGrad,4.1,1.3k,EdTech , 1k-5k Employees 
415,Big Bazaar,4.2,1.3k,Retail , 10k-50k Employees 
416,Lucas-TVS,4.0,1.3k,Auto Components , 5k-10k Employees 
417,Citicorp,3.8,1.3k,Financial Services , 201-500 Employees 
418,Motilal Oswal Financial Services,3.6,1.3k,Financial Services , 5k-10k Employees 
419,Unacademy,3.4,1.3k,EdTech , 1k-5k Employees 
420,NoBroker,3.3,1.3k,Internet , 1k-5k Employees 
421,Power Mech Projects,3.8,1.3k,Engineering & Construction , 1k-5k Employees 
422,Cisco,4.4,1.3k,IT Services & Consulting , 10k-50k Employees 
423,Parle Products,3.9,1.3k,Food Processing , 1k-5k Employees 
424,Fincare Small Finance Bank,4.0,1.3k,NBFC , 5k-10k Employees 
425,SAP,4.3,1.3k,IT Services & Consulting , 5k-10k Employees 
426,ValueLabs,3.8,1.3k,IT Services & Consulting , 5k-10k Employees 
427,TVS Sundram Fasteners,3.7,1.3k,Auto Components , 1k-5k Employees 
428,Uflex,3.7,1.3k,Packaging , 5k-10k Employees 
429,Exide Life Insurance,3.8,1.3k,Insurance , 1k-5k Employees 
430,Renault Nissan Technology & Business Centre India,3.8,1.3k,Automobile , 5k-10k Employees 
431,IDBI Bank,3.8,1.3k,Banking , 10k-50k Employees 
432,VVDN Technologies,3.6,1.3k,IT Services & Consulting , 1k-5k Employees 
433,Bank of Baroda,3.6,1.3k,Banking , 50k-1 Lakh Employees 
434,Wockhardt,3.9,1.3k,Pharma , 5k-10k Employees 
435,Star Health & Allied Insurance,3.9,1.3k,Insurance , 10k-50k Employees 
436,PHN Technology,4.6,1.3k,Pune +29 more,
437,Tata Capital Financial Services,4.2,1.3k,Financial Services , 1k-5k Employees 
438,BA Continuum,4.3,1.3k,IT Services & Consulting , 10k-50k Employees 
439,Laurus Labs,4.2,1.3k,Pharma , 1k-5k Employees 
440,AECOM,4.2,1.3k,Engineering & Construction , 1k-5k Employees 
441,Vedantu,3.3,1.3k,EdTech , 5k-10k Employees 
442,AXA Business Services,3.8,1.3k,Insurance , 1k-5k Employees 
443,Hindustan Aeronautics,4.3,1.3k,Defence & Aerospace , 10k-50k Employees 
444,Citibank,4.0,1.3k,Banking , 1-10 Employees 
445,XL Dynamics,3.4,1.3k,Accounting & Auditing , 1k-5k Employees 
446,Xoriant,4.0,1.3k,IT Services & Consulting , 1k-5k Employees 
447,PhonePe,4.1,1.3k,FinTech , 501-1k Employees 
448,Vardhman Fabrics,4.1,1.3k,Fashion & Textile , 10k-50k Employees 
449,MetLife,4.4,1.3k,IT Services & Consulting , 1k-5k Employees 
450,Dr Lal PathLabs,4.2,1.3k,Healthcare , 1k-5k Employees 
451,DBS Bank,3.9,1.3k,Banking , 5k-10k Employees 
452,Kotak Securities,3.7,1.3k,Financial Services , 5k-10k Employees 
453,Bhushan Power & Steel,4.0,1.2k,Iron & Steel , 5k-10k Employees 
454,Philips,3.9,1.2k,Consumer Electronics & Appliances , 5k-10k Employees 
455,CMA CGM,4.1,1.2k,Ports & Shipping , 1k-5k Employees 
456,Novartis,4.1,1.2k,Pharma , 1k-5k Employees 
457,Quest Global,3.6,1.2k,IT Services & Consulting , 10k-50k Employees 
458,Reliance General Insurance,3.8,1.2k,Insurance , 5k-10k Employees 
459,Sify Technologies,4.0,1.2k,Telecom , 1k-5k Employees 
460,Adani Power,3.9,1.2k,Power , 1k-5k Employees 
461,Hero FinCorp,4.2,1.2k,NBFC , 5k-10k Employees 
462,ABC,3.9,1.2k,Broadcasting , 1k-5k Employees (Global) 
463,Tata Play,4.1,1.2k,Broadcasting , 5k-10k Employees 
464,Akums Drugs & Pharmaceuticals,4.0,1.2k,Pharma , 1k-5k Employees 
465,Harman Connected Services,3.7,1.2k,IT Services & Consulting , 10k-50k Employees 
466,Honeywell Automation,3.9,1.2k,Consumer Electronics & Appliances , 10k-50k Employees 
467,Straive,3.6,1.2k,EdTech , 1k-5k Employees 
468,Narayana Health,4.2,1.2k,Healthcare , 10k-50k Employees 
469,Crisil,3.8,1.2k,Financial Services , 1k-5k Employees 
470,Meesho,3.7,1.2k,Internet , 1k-5k Employees 
471,IntouchCX,3.0,1.2k,BPO , 5k-10k Employees 
472,Aragen Life Sciences,4.1,1.2k,Pharma , 1k-5k Employees 
473,SGS,4.0,1.2k,1k-5k Employees , Forbes Global 2000 
474,BT Global Services,4.1,1.2k,IT Services & Consulting , 1k-5k Employees 
475,Intellect Design Arena,4.0,1.2k,FinTech , 1k-5k Employees 
476,HERE Technologies,3.8,1.2k,IT Services & Consulting , 1k-5k Employees 
477,Google,4.4,1.2k,Internet , 10k-50k Employees 
478,Yamaha Motor,4.0,1.2k,Automobile , 1k-5k Employees 
479,Allsec Technologies,3.9,1.2k,BPO , 50k-1 Lakh Employees 
480,TCE,3.7,1.2k,Engineering & Construction , 5k-10k Employees 
481,Safexpress,4.1,1.2k,Logistics , 1k-5k Employees 
482,Amazon Transportation Services,4.2,1.2k,Logistics , 1k-5k Employees 
483,SBI General Insurance,3.9,1.2k,Insurance , 1k-5k Employees 
484,Sigma Electric Manufacturing Corporation,3.9,1.2k,Industrial Machinery , 1k-5k Employees 
485,Biological E,4.2,1.2k,Pharma , 1k-5k Employees 
486,CMS Infosystems,3.6,1.2k,IT Services & Consulting , 5k-10k Employees 
487,Microland,3.6,1.2k,IT Services & Consulting , 1k-5k Employees 
488,Microsoft Corporation,4.2,1.2k,Software Product , 5k-10k Employees 
489,Metro,4.2,1.2k,Retail , 1k-5k Employees 
490,YASH Technologies,3.8,1.2k,IT Services & Consulting , 5k-10k Employees 
491,NCR Corporation,4.0,1.2k,Software Product , 5k-10k Employees 
492,Spark Minda,3.8,1.2k,Auto Components , 10k-50k Employees 
493,KPMG Global Services,3.8,1.2k,Bengaluru/Bangalore +19 more,
494,Reckitt Benckiser,4.1,1.2k,FMCG , 1k-5k Employees 
495,G R Infraprojects,4.1,1.2k,Engineering & Construction , 10k-50k Employees 
496,Exl India,3.7,1.2k,IT Services & Consulting , 11-50 Employees 
497,ESAF Microfinance & Investments (P),3.9,1.2k,Financial Services , 1k-5k Employees 
498,Oberoi Group of Hotels,4.2,1.2k,Hospitality , 1k-5k Employees 
499,Exotic Learning,4.6,1.2k,EdTech , 51-200 Employees 
500,KONE,4.2,1.2k,Engineering & Construction , 5k-10k Employees 
501,Piramal Group,4.0,1.2k,Financial Services , 1k-5k Employees 
502,Cavinkare,4.0,1.2k,FMCG , 1k-5k Employees 
503,Procter & Gamble,4.2,1.2k,FMCG , 10k-50k Employees 
504,Optum Global Solutions,4.1,1.2k,IT Services & Consulting , 1k-5k Employees 
505,Matrimony.com,4.4,1.2k,Internet , 1k-5k Employees 
506,Honeywell Technology Solutions,3.8,1.2k,Defence & Aerospace , 10k-50k Employees 
507,Angel One,3.8,1.2k,Financial Services , 1k-5k Employees 
508,Alstom Transportation,3.9,1.2k,Engineering & Construction , 5k-10k Employees 
509,Hyatt Regency,4.1,1.2k,Hospitality , 1k-5k Employees 
510,DIVI'S Laboratories,3.7,1.2k,Healthcare , 10k-50k Employees 
511,SS&C TECHNOLOGIES,3.6,1.2k,Software Product , 5k-10k Employees 
512,Panasonic Life Solutions,4.1,1.2k,Electrical Equipment , 1k-5k Employees 
513,KFintech,3.6,1.2k,FinTech , 5k-10k Employees 
514,USV,4.0,1.1k,Pharma , 1k-5k Employees 
515,Arvind Group,4.1,1.1k,Fashion & Textile , 10k-50k Employees 
516,Adecco Group,3.8,1.1k,Recruitment , 1k-5k Employees 
517,Planet Spark,3.7,1.1k,EdTech , 51-200 Employees 
518,USHA International,4.2,1.1k,Consumer Electronics & Appliances , 1k-5k Employees 
519,Mother Dairy Fruit & Vegetable,4.2,1.1k,Food Processing , 1k-5k Employees 
520,Innovsource Services,4.0,1.1k,Recruitment , 1k-5k Employees 
521,Honda Cars,4.3,1.1k,Automobile , 5k-10k Employees 
522,Niva Bupa Health Insurance Company,3.7,1.1k,Financial Services , 1k-5k Employees 
523,Johnson & Johnson,4.2,1.1k,Pharma , 1k-5k Employees 
524,Mercedes-Benz Research & Development India,4.0,1.1k,Automobile , 5k-10k Employees 
525,CitiusTech,3.6,1.1k,IT Services & Consulting , 1k-5k Employees 
526,Torrent Power,3.8,1.1k,Power , 5k-10k Employees 
527,Samsung India Electronics,4.1,1.1k,Consumer Electronics & Appliances , 1k-5k Employees 
528,Chegg,4.3,1.1k,IT Services & Consulting , 501-1k Employees 
529,Motherson Automotive Technologies and Engineering,3.9,1.1k,Auto Components , 501-1k Employees 
530,Isgec Heavy Engineering,3.9,1.1k,Industrial Machinery , 1k-5k Employees 
531,Credit Suisse,4.2,1.1k,5k-10k Employees , 167 years old 
532,Verizon,4.2,1.1k,Telecom , 5k-10k Employees 
533,Aon,3.9,1.1k,Financial Services , 10k-50k Employees 
534,Max Fashion,4.2,1.1k,Retail , 5k-10k Employees 
535,PI Industries,4.2,1.1k,Agro Chemicals , 1k-5k Employees 
536,DHL Express,4.1,1.1k,Logistics , 1k-5k Employees 
537,V-Guard Industries,4.4,1.1k,Electrical Equipment , 1k-5k Employees 
538,Jet Airways,4.6,1.1k,Aviation , 201-500 Employees 
539,DHL Supply Chain,4.2,1.1k,Logistics , 1k-5k Employees 
540,Team Computers,3.7,1.1k,IT Services & Consulting , 1k-5k Employees 
541,HDFC Securities,3.6,1.1k,Financial Services , 1k-5k Employees 
542,Swaraj Tractors,4.2,1.1k,Automobile , 1k-5k Employees 
543,First American Corporation,3.9,1.1k,IT Services & Consulting , 1k-5k Employees 
544,Medi Assist India,3.7,1.1k,Healthcare , 1k-5k Employees 
545,NTPC,4.3,1.1k,10k-50k Employees , Fortune India 500 
546,Varroc Group,3.7,1.1k,Auto Components , 1k-5k Employees 
547,Orange Business Services,4.3,1.1k,IT Services & Consulting , 1k-5k Employees 
548,Kent RO Systems,3.5,1.1k,Consumer Electronics & Appliances , 1k-5k Employees 
549,Belrise Industries,3.8,1.1k,Auto Components , 10k-50k Employees 
550,Tata Communications Transformation Services,4.1,1.1k,Telecom , 10k-50k Employees 
551,Aforeserve,3.4,1.1k,IT Services & Consulting , 1k-5k Employees 
552,Frankfinn Institute of Air Hostess Training,3.9,1.1k,Education & Training , 1k-5k Employees 
553,FactSet,4.0,1.1k,Analytics & KPO , 5k-10k Employees 
554,Allstate,4.1,1.1k,IT Services & Consulting , 5k-10k Employees 
555,Jindal Saw,3.9,1.1k,Building Material , 1k-5k Employees 
556,Dell EMC,4.2,1.1k,IT Services & Consulting , 10k-50k Employees 
557,Medanta the Medicity,4.1,1.1k,Healthcare , 1k-5k Employees 
558,Haier Appliances India,4.0,1.1k,Consumer Electronics & Appliances , 1k-5k Employees 
559,Bharat Financial Inclusion,4.1,1.1k,Financial Services , 10k-50k Employees 
560,L&T Energy Hydrocarbon,3.8,1.1k,Oil & Gas , 5k-10k Employees 
561,FedEx Express,4.2,1.1k,Logistics , 5k-10k Employees 
562,Trent,4.0,1.1k,Retail , 1k-5k Employees 
563,SBI Securities,3.8,1.1k,Financial Services , 5k-10k Employees 
564,Faurecia,4.0,1.1k,Auto Components , 1k-5k Employees 
565,Inox Leisure,4.1,1.1k,Media & Entertainment , 10k-50k Employees 
566,Hindustan Construction Company,4.2,1.1k,Engineering & Construction , 1k-5k Employees 
567,Emami,4.0,1.1k,FMCG , 1k-5k Employees 
568,Aditya Birla Capital,4.0,1.1k,Financial Services , 10k-50k Employees 
569,Sony,4.4,1.1k,Consumer Electronics & Appliances , 1k-5k Employees 
570,Apollo Pharmacy,3.9,1.1k,Pharma , 10k-50k Employees 
571,Saint-Gobain,4.0,1.1k,Building Material , 10k-50k Employees 
572,Mercer,3.9,1.1k,Management Consulting , 1k-5k Employees 
573,Dainik Bhaskar Group Of Publication,4.0,1.1k,Printing & Publishing , 5k-10k Employees 
574,Bata,3.9,1.1k,Fashion & Textile , 1k-5k Employees 
575,Marriott International,4.2,1.1k,Hospitality , 10k-50k Employees 
576,Globiva,3.3,1.1k,BPO , 1k-5k Employees 
577,J. Kumar Infraprojects,4.1,1k,Engineering & Construction , 5k-10k Employees 
578,Tesco,4.0,1k,IT Services & Consulting , 1k-5k Employees 
579,SRL Diagnostics,4.1,1k,Healthcare , 1k-5k Employees 
580,Sitel,3.8,1k,BPO , 5k-10k Employees 
581,NIIT,3.6,1k,Education & Training , 1k-5k Employees 
582,KFC,4.2,1k,Hospitality , 1k-5k Employees 
583,Security and Intelligence Services (India),4.2,1k,BPO , 1 Lakh+ Employees 
584,TATA Power,4.0,1k,10k-50k Employees , Public 
585,Oracle Cerner,3.9,1k,IT Services & Consulting , 1k-5k Employees 
586,Tata Capital,4.1,1k,NBFC , 5k-10k Employees 
587,L.G.Balakrishnan & Bros,3.7,1k,Industrial Machinery , 1k-5k Employees 
588,Hindustan Petroleum,4.2,1k,Oil & Gas , 10k-50k Employees 
589,iOPEX Technologies,3.9,1k,IT Services & Consulting , 1k-5k Employees 
590,ZF Commercial Vehicle Control Systems,4.0,1k,Auto Components , Coimbatore +31 more
591,Muthoot Group,3.6,1k,NBFC , 1k-5k Employees 
592,Barclays Shared Services,4.2,1k,IT Services & Consulting , 5k-10k Employees 
593,Star Union Dai-ichi Life Insurance,3.9,1k,Insurance , 1k-5k Employees 
594,Panasonic,4.1,1k,Consumer Electronics & Appliances , 10k-50k Employees 
595,IDC Technologies,3.3,1k,IT Services & Consulting , 1k-5k Employees 
596,Narayana Educational Society,3.6,1k,Education & Training , 1k-5k Employees 
597,Trident Group,3.5,1k,Fashion & Textile , 10k-50k Employees 
598,Paisabazaar.com,3.6,1k,FinTech , 1k-5k Employees 
599,Aadhar Housing Finance,4.2,1k,Financial Services , 1k-5k Employees 
600,Relaxo Footwear,4.2,1k,Fashion & Textile , 1k-5k Employees 
601,Photon Interactive,4.1,1k,IT Services & Consulting , 1k-5k Employees 
602,Morgan Stanley,3.8,1k,Financial Services , 10k-50k Employees 
603,HCL Technologies BPO Services,3.6,1k,BPO , 1 Lakh+ Employees 
604,ISS Facility Services,4.1,1k,Facility Management Services , 10k-50k Employees 
605,Marico,4.0,1k,1k-5k Employees , Public 
606,Daikin,4.2,1k,Consumer Electronics & Appliances , 1k-5k Employees 
607,BNP Paribas,3.9,1k,Financial Services , 10k-50k Employees 
608,Pantaloons,4.2,1k,Fashion & Textile , 10k-50k Employees 
609,Nuvoco Vistas,4.2,1k,Building Material , 1k-5k Employees 
610,Haldiram Foods,4.0,1k,FMCG , 1k-5k Employees 
611,Fabindia,3.9,1k,Fashion & Textile , 1k-5k Employees 
612,Nayara Energy,4.2,1k,Oil & Gas , 1k-5k Employees 
613,Toyota Kirloskar Motor,4.3,998,Automobile , 5k-10k Employees 
614,Suguna Foods,4.0,997,Food Processing , 5k-10k Employees 
615,VLCC,3.8,995,FMCG , 201-500 Employees 
616,Welspun,3.9,992,Fashion & Textile , 5k-10k Employees 
617,Satin Creditcare Network,4.1,991,NBFC , 5k-10k Employees 
618,Ocwen Financial Solutions,4.1,991,Financial Services , 1k-5k Employees 
619,Tata Group,4.4,989,IT Services & Consulting , 1 Lakh+ Employees 
620,Fusion BPO Services,3.2,984,BPO , 1k-5k Employees 
621,Oracle Financial Services Software,3.8,984,IT Services & Consulting , 10k-50k Employees 
622,Aircel,4.4,983,Telecom , 5k-10k Employees 
623,Bajaj Capital,3.9,983,Financial Services , 1k-5k Employees 
624,Collabera Technologies,3.5,980,IT Services & Consulting , 501-1k Employees 
625,HTC Global Services,3.7,979,IT Services & Consulting , 5k-10k Employees 
626,CGI Information Systems And Management Consultants,4.2,977,Bengaluru/Bangalore +10 more,
627,Daimler India Commercial Vehicles,4.1,976,Automobile , 1k-5k Employees 
628,Akzo Nobel India,4.1,974,Chemicals , 1k-5k Employees 
629,Cushman & Wakefield,4.3,972,Real Estate , 1k-5k Employees 
630,Krishna Maruti,4.1,971,Auto Components , 1k-5k Employees 
631,Hero Motors Company,4.0,969,Automobile , 201-500 Employees 
632,Standard Chartered Global Business Services,3.9,966,IT Services & Consulting , 10k-50k Employees 
633,Gland Pharma,3.7,963,Pharma , 1k-5k Employees 
634,Edelweiss,3.8,961,Financial Services , 5k-10k Employees 
635,FirstCry,3.7,957,Retail , 1k-5k Employees 
636,TTEC India,3.8,950,BPO , 1k-5k Employees 
637,Bharat Forge,3.8,948,Iron & Steel , 1k-5k Employees 
638,GE Vernova,4.2,945,Noida +65 more,
639,Jindal X,3.6,944,BPO , 501-1k Employees 
640,Iris Software,4.2,942,IT Services & Consulting , 1k-5k Employees 
641,Unisys,3.9,940,IT Services & Consulting , 1k-5k Employees 
642,Evalueserve,3.7,940,IT Services & Consulting , 1k-5k Employees 
643,Supreme Industries,4.1,939,5k-10k Employees , Public 
644,Sysnet Global Technologies,3.6,935,IT Services & Consulting , 1k-5k Employees 
645,Iksula,4.0,934,IT Services & Consulting , 201-500 Employees 
646,Aptara,3.3,934,Printing & Publishing , 1k-5k Employees 
647,Sharekhan,3.9,934,FinTech , 1k-5k Employees 
648,Sanofi,4.4,930,Pharma , 5k-10k Employees 
649,Vfs Global Services,3.7,930,BPO , 1k-5k Employees 
650,Polycab Wires,4.0,930,Electrical Equipment , 1k-5k Employees 
651,Godrej Group,4.0,927,FMCG , 10k-50k Employees 
652,GMR Group,4.1,927,Engineering & Construction , 5k-10k Employees 
653,Altruist Technologies,3.2,926,Internet , 51-200 Employees 
654,NSE.IT,3.5,924,IT Services & Consulting , 201-500 Employees 
655,Granules India,3.9,923,Pharma , 1k-5k Employees 
656,Adani Ports and SEZ,3.9,922,Real Estate , 1k-5k Employees 
657,Cinépolis,4.1,920,Retail , 1k-5k Employees 
658,TCS iON,3.9,919,IT Services & Consulting , 1k-5k Employees 
659,Aye Finance,4.2,918,FinTech , 1k-5k Employees 
660,Amity University,3.7,918,Education & Training , 1k-5k Employees 
661,Tata Advanced Systems,3.8,913,Defence & Aerospace , 5k-10k Employees 
662,Asahi India Glass,3.9,913,Auto Components , 1k-5k Employees 
663,Spicejet,3.5,912,Aviation , 5k-10k Employees 
664,ITD Cementation India,4.2,912,Engineering & Construction , 1k-5k Employees 
665,Manipal Hospitals,4.2,912,Healthcare , 5k-10k Employees 
666,Caterpillar Inc,4.2,912,Industrial Machinery , 5k-10k Employees 
667,SYSKA LED Lights,3.1,912,Consumer Electronics & Appliances , 1k-5k Employees (Global) 
668,ICICI Home Finance,3.8,911,NBFC , 1k-5k Employees 
669,Infinite Computer Solutions,3.7,910,IT Services & Consulting , 1k-5k Employees 
670,Northern Trust Operating Services,4.1,910,Financial Services , 5k-10k Employees 
671,The Jaypee Group,3.9,908,Engineering & Construction , 5k-10k Employees 
672,Compass Group Support Services,4.0,908,Hospitality , 10k-50k Employees 
673,Majorel,4.5,908,BPO , 201-500 Employees 
674,Ashoka Buildcon,4.1,907,Engineering & Construction , 1k-5k Employees 
675,Saipem,3.9,907,Industrial Machinery , 1k-5k Employees 
676,Ab Inbev,3.5,907,Beverage , 1k-5k Employees 
677,MiraMed Ajuba,4.0,906,IT Services & Consulting , 1k-5k Employees 
678,Xiaomi,3.8,903,Consumer Electronics & Appliances , 1k-5k Employees 
679,KIA MOTORS,3.8,903,Automobile , 1k-5k Employees 
680,HighRadius,3.1,901,FinTech , 1k-5k Employees 
681,Steel Strips Wheels,3.7,900,Auto Components , 1k-5k Employees 
682,Indiabulls Consumer Finance,3.9,900,NBFC , 1k-5k Employees 
683,Broadridge Financial Solutions,4.0,898,Financial Services , 1k-5k Employees 
684,Heritage Foods,4.0,897,FMCG , 1k-5k Employees 
685,Indoco Remedies,3.7,896,Pharma , 1k-5k Employees 
686,Health Care Global Enterprises,4.1,894,Healthcare , 5k-10k Employees 
687,EYGBS,3.8,893,50k-1 Lakh Employees , 21 years old 
688,GlaxoSmithKline Pharmaceuticals,4.1,893,Pharma , 1k-5k Employees 
689,Videocon d2h,3.9,892,Internet , 501-1k Employees 
690,Synchrony,4.4,892,Financial Services , 1k-5k Employees 
691,Unichem Laboratories,4.0,891,Pharma , 1k-5k Employees 
692,Iffco Tokio General Insurance Co.,4.1,886,Insurance , 1k-5k Employees 
693,Bisleri,4.2,885,FMCG , 1k-5k Employees 
694,GE,4.3,884,Engineering & Construction , 1k-5k Employees 
695,Lumax Industries,3.9,884,Auto Components , 1k-5k Employees 
696,SKF,3.9,881,Auto Components , 1k-5k Employees 
697,Altisource,3.6,879,Real Estate , 1k-5k Employees 
698,Bharat FIH,4.0,879,5k-10k Employees , Chennai +23 more
699,Pine Labs,3.8,877,FinTech , 1k-5k Employees 
700,AGS Transact Technologies,3.4,875,FinTech , 1k-5k Employees 
701,EPAM Systems,3.8,874,IT Services & Consulting , 1k-5k Employees 
702,Best Sellers,4.2,873,Fashion & Textile , 1k-5k Employees 
703,IFB,3.7,872,Consumer Electronics & Appliances , 201-500 Employees 
704,Cargill,4.2,872,Food Processing , 1k-5k Employees 
705,Nexa,4.1,868,Automobile , 1k-5k Employees 
706,Karma Ayurveda,4.5,865,Healthcare , 201-500 Employees 
707,DENSO,4.1,864,Auto Components , 1k-5k Employees 
708,Annapurna Finance,4.1,864,Financial Services , 5k-10k Employees 
709,FDC,3.9,863,Pharma , 1k-5k Employees 
710,Atul,3.9,861,Chemicals , 1k-5k Employees 
